"raceId","driverId","startingPosition","racePosition","year","raceIdOrdered","yearStarted","qualiResultPosition","q1Msec","q2Msec","q3Msec","maxPace","meanPace","driverExpYears","grid_penalty","is_top_5","dob","nationality","url","driverName","round","racename","date","race_url","avg_lap_milliseconds","total_stops","average_stop_duration_in_seconds"
990,1,9,3,2018,978,2007,4,89396,88458,88220,89396,88691.3333333333,11,1,"TRUE","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis Hamilton",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",96990.3859649123,1,24.302
990,4,13,7,2018,978,2001,13,90530,90212,0,90530,90371,17,0,"FALSE","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando Alonso",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98634.8214285714,2,24.787
990,8,2,18,2018,978,2001,2,88951,88515,88101,88951,88522.3333333333,17,0,"FALSE","1979-10-17","Finnish","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi Räikkönen",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98106.5428571429,1,25.018
990,20,1,1,2018,978,2007,1,89060,88341,87958,89060,88453,11,0,"TRUE","1987-07-03","German","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian Vettel",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",96876.1403508772,1,24.524
990,154,16,13,2018,978,2009,16,90530,0,0,90530,90530,9,0,"FALSE","1986-04-17","French","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain Grosjean",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",99268.6785714286,3,25.6003333333333
990,807,7,6,2018,978,2010,8,90260,89187,89570,90260,89672.3333333333,8,1,"FALSE","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico Hülkenberg",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98613.4035087719,2,24.418
990,815,12,16,2018,978,2011,12,90218,90156,0,90218,90187,7,0,"FALSE","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio Pérez",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",99133.3928571429,2,24.8345
990,817,4,20,2018,978,2011,5,89552,88962,88398,89552,88970.6666666667,7,1,"FALSE","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel Ricciardo",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98684,0,0
990,822,3,2,2018,978,2013,3,89275,88794,88124,89275,88731,5,0,"TRUE","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri Bottas",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",96888.4035087719,1,26.105
990,825,6,5,2018,978,2014,7,89594,89623,89358,89623,89525,4,1,"TRUE","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin Magnussen",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98192.7368421053,2,24.8675
990,828,17,9,2018,978,2014,17,91063,0,0,91063,91063,4,0,"FALSE","1990-09-02","Swedish","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus Ericsson",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98884.9285714286,1,25.194
990,830,15,19,2018,978,2015,15,89374,0,0,89374,89374,3,0,"FALSE","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen","Max Verstappen",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",136290.666666667,1,30.381
990,832,10,11,2018,978,2015,10,89893,89802,89986,89986,89893.6666666667,3,0,"FALSE","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos Sainz",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",99112.5892857143,2,25.5375
990,838,14,8,2018,978,2016,14,90479,90525,0,90525,90502,2,0,"FALSE","1992-03-26","Belgian","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel Vandoorne",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98805.875,2,25.106
990,839,8,10,2018,978,2016,9,90338,90009,89874,90338,90073.6666666667,2,1,"FALSE","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban Ocon",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",98994.375,2,24.6575
990,840,20,14,2018,978,2017,20,91503,0,0,91503,91503,1,0,"FALSE","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll","Lance Stroll",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",99623.9107142857,2,29.125
990,842,5,4,2018,978,2017,6,90121,89836,89329,90121,89762,1,1,"TRUE","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre Gasly",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",97967.9649122807,2,24.896
990,843,11,17,2018,978,2017,11,90412,90105,0,90412,90258.5,1,0,"FALSE","1989-11-10","New Zealander","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon Hartley",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",99133.875,2,30.7995
990,844,19,12,2018,978,2018,19,91420,0,0,91420,91420,0,0,"FALSE","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc","Charles Leclerc",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",99206.6964285714,2,25.351
990,845,18,15,2018,978,2018,18,91414,0,0,91414,91414,0,0,"FALSE","1995-08-27","Russian","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey Sirotkin",2,"Bahrain Grand Prix 2018","2018-04-08","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",99637.0535714286,2,25.1825
991,1,4,4,2018,979,2007,4,93283,91914,91675,93283,92290.6666666667,11,0,"TRUE","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis Hamilton",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",102738.660714286,1,22.464
991,4,13,7,2018,979,2001,13,93428,93232,0,93428,93330,17,0,"FALSE","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando Alonso",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",102982.482142857,1,24.11
991,8,2,3,2018,979,2001,2,92474,92286,91182,92474,91980.6666666667,17,0,"TRUE","1979-10-17","Finnish","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi Räikkönen",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",102607.446428571,1,22.913
991,20,1,8,2018,979,2007,1,92171,92385,91095,92385,91883.6666666667,11,0,"FALSE","1987-07-03","German","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian Vettel",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103065.464285714,1,23.009
991,154,10,17,2018,979,2009,10,93238,92524,92855,93238,92872.3333333333,9,0,"FALSE","1986-04-17","French","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain Grosjean",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103601.357142857,2,23.358
991,807,7,6,2018,979,2010,7,93545,92494,92532,93545,92857,8,0,"FALSE","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico Hülkenberg",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",102811.285714286,2,23.4755
991,815,8,12,2018,979,2011,8,93464,92931,92758,93464,93051,7,0,"FALSE","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio Pérez",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103234.017857143,2,22.595
991,817,6,1,2018,979,2011,6,93877,92688,91948,93877,92837.6666666667,7,0,"TRUE","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel Ricciardo",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",102435.357142857,2,22.8665
991,822,3,2,2018,979,2013,3,92921,92063,91625,92921,92203,5,0,"TRUE","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri Bottas",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",102594.178571429,1,22.097
991,825,11,10,2018,979,2014,11,93359,92986,0,93359,93172.5,4,0,"FALSE","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin Magnussen",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103142.392857143,1,22.973
991,828,20,16,2018,979,2014,20,94914,0,0,94914,94914,4,0,"FALSE","1990-09-02","Swedish","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus Ericsson",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103553.285714286,1,22.785
991,830,5,5,2018,979,2015,5,92932,92809,91796,92932,92512.3333333333,3,0,"TRUE","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen","Max Verstappen",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",102621.714285714,2,22.6555
991,832,9,9,2018,979,2015,9,93315,92970,92819,93315,93034.6666666667,3,0,"FALSE","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos Sainz",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103073.982142857,2,23.526
991,838,14,13,2018,979,2016,14,93824,93505,0,93824,93664.5,2,0,"FALSE","1992-03-26","Belgian","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel Vandoorne",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103317.017857143,1,23.73
991,839,12,11,2018,979,2016,12,93585,93057,0,93585,93321,2,0,"FALSE","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban Ocon",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103221.964285714,2,22.959
991,840,18,14,2018,979,2017,18,94285,0,0,94285,94285,1,0,"FALSE","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll","Lance Stroll",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103426.25,1,22.661
991,842,17,18,2018,979,2017,17,94101,0,0,94101,94101,1,0,"FALSE","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre Gasly",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103441.25,2,29.3
991,843,15,20,2018,979,2017,15,94013,93795,0,94013,93904,1,0,"FALSE","1989-11-10","New Zealander","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon Hartley",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",104416.823529412,2,23.621
991,844,19,19,2018,979,2018,19,94454,0,0,94454,94454,0,0,"FALSE","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc","Charles Leclerc",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103909.910714286,1,23.392
991,845,16,15,2018,979,2018,16,94062,0,0,94062,94062,0,0,"FALSE","1995-08-27","Russian","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey Sirotkin",3,"Chinese Grand Prix 2018","2018-04-15","http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix",103475.375,2,23.2195
992,1,2,1,2018,980,2007,2,102693,102676,101677,102693,102348.666666667,11,0,"TRUE","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis Hamilton",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122044.921568627,2,20.853
992,4,12,7,2018,980,2001,13,104010,104019,0,104019,104014.5,17,1,"FALSE","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando Alonso",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122259.254901961,2,39.0405
992,8,6,2,2018,980,2001,6,102538,102510,102490,102538,102512.666666667,17,0,"TRUE","1979-10-17","Finnish","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi Räikkönen",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122093.156862745,2,25.5805
992,20,1,4,2018,980,2007,1,102762,103015,101498,103015,102425,11,0,"TRUE","1987-07-03","German","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian Vettel",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122149.411764706,2,20.43
992,807,14,18,2018,980,2010,9,103746,103232,103066,103746,103348,8,1,"FALSE","1987-08-19","German","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico Hülkenberg",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",138904.5,0,0
992,815,8,3,2018,980,2011,8,103992,103366,102547,103992,103301.666666667,7,0,"TRUE","1990-01-26","Mexican","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio Pérez",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122123.823529412,2,27.1415
992,817,4,17,2018,980,2011,4,102857,103482,101911,103482,102750,7,0,"FALSE","1989-07-01","Australian","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel Ricciardo",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",115826.41025641,1,19.925
992,822,3,14,2018,980,2013,3,103355,102679,101837,103355,102623.666666667,5,0,"FALSE","1989-08-28","Finnish","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri Bottas",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122967.583333333,1,20.192
992,825,15,13,2018,980,2014,15,103674,104759,0,104759,104216.5,4,0,"FALSE","1992-10-05","Danish","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin Magnussen",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122646.156862745,2,28.693
992,828,18,11,2018,980,2014,18,105541,0,0,105541,105541,4,0,"FALSE","1990-09-02","Swedish","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus Ericsson",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122407.901960784,4,29.278
992,830,5,16,2018,980,2015,5,102642,102901,101994,102901,102512.333333333,3,0,"FALSE","1997-09-30","Dutch","http://en.wikipedia.org/wiki/Max_Verstappen","Max Verstappen",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",115820.41025641,1,19.765
992,832,9,5,2018,980,2015,10,103426,103464,103351,103464,103413.666666667,3,1,"TRUE","1994-09-01","Spanish","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos Sainz",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122192.274509804,2,21.2415
992,838,16,9,2018,980,2016,16,104489,0,0,104489,104489,2,0,"FALSE","1992-03-26","Belgian","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel Vandoorne",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122322.411764706,4,20.932
992,839,7,19,2018,980,2016,7,103021,102967,102523,103021,102837,2,0,"FALSE","1996-09-17","French","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban Ocon",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",NA,0,0
992,840,10,8,2018,980,2017,11,104359,103585,0,104359,103972,1,1,"FALSE","1998-10-29","Canadian","http://en.wikipedia.org/wiki/Lance_Stroll","Lance Stroll",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122290.921568627,2,20.4865
992,842,17,12,2018,980,2017,17,104496,0,0,104496,104496,1,0,"FALSE","1996-02-07","French","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre Gasly",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122529.62745098,2,21.0345
992,843,19,10,2018,980,2017,19,117354,0,0,117354,117354,1,0,"FALSE","1989-11-10","New Zealander","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon Hartley",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122398.450980392,3,21.0856666666667
992,844,13,6,2018,980,2018,14,103752,104074,0,104074,103913,0,1,"FALSE","1997-10-16","Monegasque","http://en.wikipedia.org/wiki/Charles_Leclerc","Charles Leclerc",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",122224.490196078,2,21.544
992,845,11,20,2018,980,2018,12,104261,103886,0,104261,104073.5,0,1,"FALSE","1995-08-27","Russian","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey Sirotkin",4,"Azerbaijan Grand Prix 2018","2018-04-29","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",NA,0,0
993,1,1,1,2018,981,2007,1,77633,77166,76173,77633,76990.6666666667,11,0,"TRUE","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis Hamilton",5,"Spanish Grand Prix 2018","2018-05-13","http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix",86817.7575757576,1,22.085
993,4,8,8,2018,981,2001,8,78276,78100,77721,78276,78032.3333333333,17,0,"FALSE","1981-07-29","Spanish","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando Alonso",5,"Spanish Grand Prix 2018","2018-05-13","http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix",89046.5846153846,1,21.721
993,8,4,17,2018,981,2001,4,77483,77071,76612,77483,77055.3333333333,17,0,"FALSE","1979-10-17","Finnish","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi Räikkönen",5,"Spanish Grand Prix 2018","2018-05-13","http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix",96406.76,0,0
993,20,3,4,2018,981,2007,3,77031,76802,76305,77031,76712.6666666667,11,0,"TRUE","1987-07-03","German","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian Vettel",5,"Spanish Grand Prix 2018","2018-05-13","http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix",87235.696969697,2,23.1635
